ANOMES,ANOEXERCICIO,MES,NOMEORGAO,CNPJORGAO,TIPOADMINISTRACAO,TIPOPODER,RECEITAPREVISTAATUALIZADA,NATUREZARECEITA
201501,2015,Jan,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,-4.061625E7,"DEDUÇÃO DAS RECEITAS DE TRANSFERÊNCIAS  DA UNIÃO"
201501,2015,Jan,"ESTADO DE GOIAS",,N/A,N/A,-4.094158333E7,"DEDUÇÃO DAS TRANSFERÊNCIAS DA UNIAO"
201501,2015,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-4.094158333E7,"DEDUÇÃO DAS TRANSFERÊNCIAS DA UNIAO"
201501,2015,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-6836500.0,"DEDUÇÃO DE ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE À POBREZA"
201501,2015,Jan,"AG. GOIANA  SIST.  EXEC.  PENAL - AGESEP",13199944000181,Indireta,Executivo,-250.0,"DEDUÇÃO DE DEMAIS RECEITAS"
201501,2015,Jan,"DEP. EST. DE TRANSITO DE GOIAS- DETRAN",2872448000120,Indireta,Executivo,-20000.0,"DEDUÇÃO DE DEMAIS RESTITUIÇÕES"
201501,2015,Jan,DETRAN,,Indireta,Executivo,-20000.0,"DEDUÇÃO DE DEMAIS RESTITUIÇÕES"
201501,2015,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-20000.0,"DEDUÇÃO DE DEMAIS RESTITUIÇÕES"
201501,2015,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-19500.0,"DEDUÇÃO DE DEMAIS TAXAS PELA PRESTAÇÃO DE SERVIÇOS"
201501,2015,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,-19500.0,"DEDUÇÃO DE DEMAIS TAXAS PELA PRESTAÇÃO DE SERVIÇOS"
201501,2015,Jan,"DEP. EST. DE TRANSITO DE GOIAS- DETRAN",2872448000120,Indireta,Executivo,-20000.0,"DEDUÇÃO DE INDENIZAÇÃO E RESTITUIÇÕES"
201501,2015,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-416.67,"DEDUÇÃO DE MULTAS DE JUROS DE MORA DOS TRIBUTOS"
201501,2015,Jan,"DEP. EST. DE TRANSITO DE GOIAS- DETRAN",2872448000120,Indireta,Executivo,-849666.67,"DEDUÇÃO DE MULTAS E  JUROS DE MORA"
201501,2015,Jan,"ESTADO DE GOIAS",,N/A,N/A,-884083.34,"DEDUÇÃO DE MULTAS E  JUROS DE MORA"
201501,2015,Jan,AGRODEFESA,,Indireta,Executivo,-166.67000000000002,"DEDUÇÃO DE MULTAS E JUROS DE MORA DE OUTRAS RECEITAS"
201501,2015,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,-166.67000000000002,"DEDUÇÃO DE MULTAS E JUROS DE MORA DE OUTRAS RECEITAS"
201501,2015,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-833.34,"DEDUÇÃO DE MULTAS E JUROS DE MORA DE OUTROS TRIBUTOS"
201501,2015,Jan,AGRODEFESA,,Indireta,Executivo,-33833.33,"DEDUÇÃO DE MULTAS POR AUTO DE INFRAÇÃO"
201501,2015,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-33833.33,"DEDUÇÃO DE MULTAS POR AUTO DE INFRAÇÃO"
201501,2015,Jan,AGRODEFESA,,Indireta,Executivo,-33833.33,"DEDUÇÃO DE MULTAS POR INFRAÇÃO ÀS NORMAS AGROPECUÁRIAS"
201501,2015,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-33833.33,"DEDUÇÃO DE MULTAS POR INFRAÇÃO ÀS NORMAS AGROPECUÁRIAS"
201501,2015,Jan,"DEP. EST. DE TRANSITO DE GOIAS- DETRAN",2872448000120,Indireta,Executivo,-849666.67,"DEDUÇÃO DE MULTAS PREVISTA NA LEGISLAÇÃO DE TRANSITO"
201501,2015,Jan,"ESTADO DE GOIAS",,N/A,N/A,-849666.67,"DEDUÇÃO DE MULTAS PREVISTA NA LEGISLAÇÃO DE TRANSITO"
201501,2015,Jan,AGRODEFESA,,Indireta,Executivo,-333.34000000000003,"DEDUÇÃO DE OUTRAS MULTAS E JUROS DE MORA"
201501,2015,Jan,"ESTADO DE GOIAS",,N/A,N/A,-333.34000000000003,"DEDUÇÃO DE OUTRAS MULTAS E JUROS DE MORA"
201501,2015,Jan,"AG. GOIANA  SIST.  EXEC.  PENAL - AGESEP",13199944000181,Indireta,Executivo,-20000.0,"DEDUÇÃO DE OUTRAS RESTITUIÇÕES"
201501,2015,Jan,"ESTADO DE GOIAS",,N/A,N/A,-20000.0,"DEDUÇÃO DE OUTRAS RESTITUIÇÕES"
201501,2015,Jan,"DEP. EST. DE TRANSITO DE GOIAS- DETRAN",2872448000120,Indireta,Executivo,-1.619083333E7,"DEDUÇÃO DE OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS"
201501,2015,Jan,DETRAN,,Indireta,Executivo,-1.619083333E7,"DEDUÇÃO DE OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS"
201501,2015,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,-1.653666666E7,"DEDUÇÃO DE OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS"
201501,2015,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-3.648858333E7,"DEDUÇÃO DE RECEITA PARA  A FORMAÇÃO DO FUNDEB - FPE"
201501,2015,Jan,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,-3.648858333E7,"DEDUÇÃO DE RECEITA PARA  A FORMAÇÃO DO FUNDEB - FPE"
201501,2015,Jan,"ESTADO DE GOIAS",,N/A,N/A,-486500.0,"DEDUÇÃO DE RECEITAS DE SERVIÇOS"
201501,2015,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,-486500.0,"DEDUÇÃO DE RECEITAS DE SERVIÇOS"
201501,2015,Jan,"AG. GOIANA  SIST.  EXEC.  PENAL - AGESEP",13199944000181,Indireta,Executivo,-20000.0,"DEDUÇÃO DE RESTITUIÇÕES"
201501,2015,Jan,DETRAN,,Indireta,Executivo,-20000.0,"DEDUÇÃO DE RESTITUIÇÕES"
201501,2015,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,-20000.0,"DEDUÇÃO DE RESTITUIÇÕES"
201501,2015,Jan,"ESTADO DE GOIAS",,N/A,N/A,-5250.0,"DEDUÇÃO DE SERVIÇOS DE ANÁLISE LABORATORIAL"
201501,2015,Jan,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,-194500.0,"DEDUÇÃO DE TAXA DE ANTECIPAÇÃO - CENTROPRODUZIR"
201501,2015,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-194500.0,"DEDUÇÃO DE TAXA DE ANTECIPAÇÃO - CENTROPRODUZIR"
201501,2015,Jan,FUNPRODUZIR,,Direta,Executivo,-60666.67,"DEDUÇÃO DE TAXA DE ANTECIPAÇÃO - LOGPRODUZIR"
201501,2015,Jan,"ESTADO DE GOIAS",,N/A,N/A,-500.0,"DEDUÇÃO DE TAXA DE ANTECIPAÇÃO - MICROPRODUZIR"
201501,2015,Jan,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,-500.0,"DEDUÇÃO DE TAXA DE ANTECIPAÇÃO - MICROPRODUZIR"
201501,2015,Jan,AGRODEFESA,,Indireta,Executivo,-40916.67,"DEDUÇÃO DE TAXA DE CADASTRO DE ESTABELECIMENTOS COMERCIAIS"
201501,2015,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,-40916.67,"DEDUÇÃO DE TAXA DE CADASTRO DE ESTABELECIMENTOS COMERCIAIS"
201501,2015,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,-10166.67,"DEDUÇÃO DE TAXA DE REGISTRO DE AGROINDÚSTRIA"
201501,2015,Jan,"ESTADO DE GOIAS",,N/A,N/A,-260083.33000000002,"DEDUÇÃO DE TAXA DE TRÂNSITO ANIMAL GTA"
201501,2015,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,-260083.33000000002,"DEDUÇÃO DE TAXA DE TRÂNSITO ANIMAL GTA"
201501,2015,Jan,"ESTADO DE GOIAS",,N/A,N/A,-2666.67,"DEDUÇÃO DE TAXA DE TRÂNSITO DE PRODUTOS E SUBPRODUTOS DE ORIGEM ANIMAL"
201501,2015,Jan,"ESTADO DE GOIAS",,N/A,N/A,-10500.0,"DEDUÇÃO DE TAXA DE TRÂNSITO VEGETAL - PTV/ATV"
201501,2015,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,-10500.0,"DEDUÇÃO DE TAXA DE TRÂNSITO VEGETAL - PTV/ATV"
201501,2015,Jan,"ESTADO DE GOIAS",,N/A,N/A,-1.997408333E7,"DEDUÇÃO DE TAXAS"
201501,2015,Jan,FUNPRODUZIR,,Direta,Executivo,-3437416.67,"DEDUÇÃO DE TAXAS"
201501,2015,Jan,FUNPRODUZIR,,Direta,Executivo,-3181750.0,"DEDUÇÃO DE TAXAS DE ANTECIPAÇÃO - PRODUZIR"
201501,2015,Jan,AGRODEFESA,,Indireta,Executivo,-345833.33,"DEDUÇÃO DE TAXAS PELA PRESTAÇÃO DE SERVIÇOS"
201501,2015,Jan,"DEP. EST. DE TRANSITO DE GOIAS- DETRAN",2872448000120,Indireta,Executivo,-1.619083333E7,"DEDUÇÃO DE TAXAS PELA PRESTAÇÃO DE SERVIÇOS"
201501,2015,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,-1.653666666E7,"DEDUÇÃO DE TAXAS PELA PRESTAÇÃO DE SERVIÇOS"
201501,2015,Jan,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,-6836500.0,"DEDUÇÃO DO IMPOSTO S/ A PRODUÇÃO E A CIRCULAÇÃO"
201501,2015,Jan,"FUNDO SOCIAL DE LOTERIA",4354889000166,Direta,Executivo,-6836500.0,"DEDUÇÃO DO IMPOSTO S/ A PRODUÇÃO E A CIRCULAÇÃO"
201501,2015,Jan,"PROTEGE GOIAS",6084202000145,Direta,Executivo,-6836500.0,"DEDUÇÃO DO IMPOSTO S/ A PRODUÇÃO E A CIRCULAÇÃO"
201501,2015,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-5.687758333E7,"DEDUÇÃO DO IMPOSTO SOBRE O PATRIMÔNIO E A RENDA"
201501,2015,Jan,"ESTADO DE GOIAS",,N/A,N/A,-849666.67,"DEDUÇÃO MULTAS PREVISTA NA LEGISLAÇÃO DE TRANSITO"
201501,2015,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-849666.67,"DEDUÇÃO MULTAS PREVISTA NA LEGISLAÇÃO DE TRANSITO"
201501,2015,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,-1.79275E7,"DEDUÇÕES DA RECEITA CORRENTE"
201501,2015,Jan,"ESTADO DE GOIAS",,N/A,N/A,-4.094158333E7,"DEDUÇÕES DAS TRANSFERÊNCIAS CORRENTES"
201501,2015,Jan,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,-4.094158333E7,"DEDUÇÕES DAS TRANSFERÊNCIAS CORRENTES"
201501,2015,Jan,"ESTADO DE GOIAS",,N/A,N/A,-4.094158333E7,"DEDUÇÕES DAS TRANSFERÊNCIAS INTERGOVERNAMENTAIS"
201501,2015,Jan,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,-4.094158333E7,"DEDUÇÕES DAS TRANSFERÊNCIAS INTERGOVERNAMENTAIS"
201501,2015,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,-4.094158333E7,"DEDUÇÕES DAS TRANSFERÊNCIAS INTERGOVERNAMENTAIS"
201501,2015,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,1.2031033333E8,"OUTRAS OPERAÇÕES DE CRÉDITO INTERNAS - CONTRATUAIS"
201501,2015,Jan,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,834166.67,"OUTRAS OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE CIÊNCIA E TECNOLOGIA"
201501,2015,Jan,"ESTADO DE GOIAS",,N/A,N/A,500000.0,"OUTRAS OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE COMUNICAÇÃO"
201501,2015,Jan,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,1666666.67,"OUTRAS OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE INFRAESTRUTURA TURÍSTICA"
201501,2015,Jan,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,1.1235741667E8,"OUTRAS OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE INFRAESTRUTURA URBANA"
201501,2015,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,4117083.33,"OUTRAS OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE SEGURANÇA PÚBLICA"
201501,2015,Jan,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,4117083.33,"OUTRAS OPERAÇÕES DE CRÉDITO INTERNAS PARA PROGRAMAS DE SEGURANÇA PÚBLICA"
201501,2015,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,1.434608333E7,"OUTRAS RECEITAS"
201501,2015,Jan,"FUNDO ESP. JUIZADOS DO PODER JUDICIARIO",1320536000157,Direta,Judiciário,519833.33,"OUTRAS RECEITAS"
201501,2015,Jan,"FUNDO ESPECIAL APOIO A CRIANÇA E JOVEM",,Direta,Executivo,462500.0,"OUTRAS RECEITAS"
201501,2015,Jan,"FUNDO ESPECIAL DE SAUDE - FUNESA",544963000156,Direta,Executivo,251833.33000000002,"OUTRAS RECEITAS"
201501,2015,Jan,"FUNDO ESTADUAL DE CIENCIA E TECNOLOGIA",743928000166,Direta,Executivo,33333.33,"OUTRAS RECEITAS"
201501,2015,Jan,"FUNDO ESTADUAL DE ESPORTES",804776000164,Direta,Executivo,3458333.33,"OUTRAS RECEITAS"
201501,2015,Jan,"FUNDO ESTADUAL DE HABITAÇÃO",,Direta,Executivo,10000.0,"OUTRAS RECEITAS"
201501,2015,Jan,"FUNDO MODERN. APRIMOR. FUNC. ASS. LEG.",7766390000154,Direta,Legislativo,12083.33,"OUTRAS RECEITAS"
201501,2015,Jan,"FUNDO VEÍCULO LEVE SOBRE TRILHOS",,Direta,Executivo,3333.33,"OUTRAS RECEITAS"
201501,2015,Jan,FUNPRODUZIR,,Direta,Executivo,583.33,"OUTRAS RECEITAS"
201501,2015,Jan,"ESTADO DE GOIAS",,N/A,N/A,54166.66,"OUTRAS RECEITAS AGROPECUÁRIAS"
201501,2015,Jan,"AG. GOIANA  SIST.  EXEC.  PENAL - AGESEP",13199944000181,Indireta,Executivo,3115500.0,"OUTRAS RECEITAS CORRENTES"
201501,2015,Jan,"AG. GOIANA DE REG. CONT. E FISC. S.PUBL",3537650000169,Indireta,Executivo,132833.33000000002,"OUTRAS RECEITAS CORRENTES"
201501,2015,Jan,"AGÊNCIA GOIANA DE COMUNICAÇÃO",3520902000147,Indireta,Executivo,1750.0,"OUTRAS RECEITAS CORRENTES"
201501,2015,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,1.0310008332E8,"OUTRAS RECEITAS CORRENTES"
201501,2015,Jan,"FUNDO DE FINANC. DO BANCO DO POVO GOIÁS",17850814000118,Direta,Executivo,91666.67,"OUTRAS RECEITAS CORRENTES"
201501,2015,Jan,"FUNDO DE MODERNIZACAO DO TCE-GO",7173721000142,Direta,Legislativo,75833.33,"OUTRAS RECEITAS CORRENTES"
201501,2015,Jan,"FUNDO ESP DA ESCOLA CANDIDO SANTIAGO",7880481000116,Direta,Executivo,10666.67,"OUTRAS RECEITAS CORRENTES"
201501,2015,Jan,"FUNDO ESPECIAL APOIO A CRIANÇA E JOVEM",,Direta,Executivo,462500.0,"OUTRAS RECEITAS CORRENTES"
201501,2015,Jan,"FUNDO EST.PROT.DEFESA CONSUMIDOR-FEDC",,Direta,Executivo,352166.67,"OUTRAS RECEITAS CORRENTES"
201501,2015,Jan,"FUNDO ESTADUAL DE DESENVOL.DO NORDESTE",4916251000171,Direta,Executivo,5823666.67,"OUTRAS RECEITAS CORRENTES"
201501,2015,Jan,"FUNDO MODERN. ADM. FAZENDÁRIA/FUNDAF-GO",7749679000165,Direta,Executivo,507833.33,"OUTRAS RECEITAS CORRENTES"
201501,2015,Jan,"FUNDO PREVIDENCIÁRIO",18867918000106,Indireta,Executivo,916.6700000000001,"OUTRAS RECEITAS CORRENTES"
201501,2015,Jan,FUNPRODUZIR,,Direta,Executivo,61833.33,"OUTRAS RECEITAS CORRENTES"
201501,2015,Jan,"GOIÁS PREVIDÊNCIA",11991625000189,Indireta,Executivo,428083.33,"OUTRAS RECEITAS CORRENTES"
201501,2015,Jan,"JUNTA COMERCIAL DO ESTADO - JUCEG",,Indireta,Executivo,3000.0,"OUTRAS RECEITAS CORRENTES"
201501,2015,Jan,METAGO,1535210000147,Indireta,Executivo,12500.0,"OUTRAS RECEITAS CORRENTES"
201501,2015,Jan,"UNIVERSIDADE ESTADUAL DE GOIÁS - UEG  ",,Indireta,Executivo,3916.67,"OUTRAS RECEITAS CORRENTES"
201501,2015,Jan,AGRODEFESA,,Indireta,Executivo,4000.0,"OUTRAS RECEITAS DE CAPITAL"
201501,2015,Jan,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,168000.0,"OUTRAS RECEITAS DE CAPITAL"
201501,2015,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,172083.33000000002,"OUTRAS RECEITAS DE CAPITAL"
201501,2015,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,4083.33,"OUTRAS RECEITAS DE CAPITAL"
201501,2015,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,8833.34,"OUTRAS RECEITAS DE CONCESSÕES E PERMISSÕES"
201501,2015,Jan,FUNDER,,Direta,Executivo,8833.34,"OUTRAS RECEITAS DE CONCESSÕES E PERMISSÕES"
201501,2015,Jan,"AGÊNCIA GOIANA DE TRANSPORTES E OBRAS",,Indireta,Executivo,666.66,"OUTRAS RECEITAS DE CONCESSÕES E PERMISSÕES - DIREITOS DE USO DE BENS PÚBLICOS"
201501,2015,Jan,"ESTADO DE GOIAS",,N/A,N/A,1947166.6600000001,"OUTRAS RECEITAS DE CONCESSÕES E PERMISSÕES - DIREITOS DE USO DE BENS PÚBLICOS"
201501,2015,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,1947166.6600000001,"OUTRAS RECEITAS DE CONCESSÕES E PERMISSÕES - DIREITOS DE USO DE BENS PÚBLICOS"
201501,2015,Jan,"ESTADO DE GOIAS",,N/A,N/A,2510916.67,"OUTRAS RESTITUIÇÕES"
201501,2015,Jan,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,528416.67,"OUTRAS RESTITUIÇÕES"
201501,2015,Jan,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,208416.67,"OUTRAS RESTITUIÇÕES"
201501,2015,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,2387083.34,"OUTRAS RESTITUIÇÕES"
201501,2015,Jan,"GOIÁS PREVIDÊNCIA",11991625000189,Indireta,Executivo,166.67000000000002,"OUTRAS RESTITUIÇÕES"
201501,2015,Jan,"UNIVERSIDADE ESTADUAL DE GOIÁS - UEG  ",,Indireta,Executivo,1833.33,"OUTRAS RESTITUIÇÕES"
201501,2015,Jan,"AG. GOIANA DE REG. CONT. E FISC. S.PUBL",3537650000169,Indireta,Executivo,20000.0,"OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS"
201501,2015,Jan,"AGENCIA GOIANA DE TURISMO",3549463000103,Indireta,Executivo,833.33,"OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS"
201501,2015,Jan,"AGÊNCIA GOIANA DE TRANSPORTES E OBRAS",,Indireta,Executivo,795583.3300000001,"OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS"
201501,2015,Jan,"DEP. EST. DE TRANSITO DE GOIAS- DETRAN",2872448000120,Indireta,Executivo,5.782441667E7,"OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS"
201501,2015,Jan,DETRAN,,Indireta,Executivo,5.782441667E7,"OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS"
201501,2015,Jan,"ESTADO DE GOIAS",,N/A,N/A,1.0785433334E8,"OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS"
201501,2015,Jan,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,388666.67,"OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS"
201501,2015,Jan,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,4.476233334E7,"OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS"
201501,2015,Jan,FOMENTAR,,Direta,Executivo,215083.33000000002,"OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS"
201501,2015,Jan,"FUNDO DE REAP. E APERF. DA PM",,Direta,Executivo,41666.67,"OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS"
201501,2015,Jan,"FUNDO EST. DE SEGURANCA PUBLICA-FUNESP",2658753000114,Direta,Executivo,4822000.0,"OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS"
201501,2015,Jan,"FUNDO EST. DE SEGURANÇA PÚBLICA-FUNESP",2658753000114,Direta,Executivo,9644000.0,"OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS"
201501,2015,Jan,"FUNDO ESTADUAL DE CIENCIA E TECNOLOGIA",743928000166,Direta,Executivo,127250.0,"OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS"
201501,2015,Jan,FUNEBOM,14786724000117,Indireta,Executivo,1457416.67,"OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS"
201501,2015,Jan,FUNPRODUZIR,,Direta,Executivo,8201000.0,"OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS"
201501,2015,Jan,"JUNTA COMERCIAL DO ESTADO - JUCEG",,Indireta,Executivo,2249583.33,"OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS"
201501,2015,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,1061666.67,"OUTRAS TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA"
201501,2015,Jan,"FUNDO ESPECIAL DE SAUDE - FUNESA",544963000156,Direta,Executivo,206166.67,"OUTRAS TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA"
201501,2015,Jan,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,1.211208333E7,"OUTRAS TRANSFERÊNCIAS DA UNIÃO"
201501,2015,Jan,AGRODEFESA,,Indireta,Executivo,111000.0,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO"
201501,2015,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,3.689458332E7,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO"
201501,2015,Jan,"FUNDO DE FOM. AO DESENV. ECON.E SOCIAL",3280530000129,Direta,Executivo,2500.0,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO"
201501,2015,Jan,"FUNDO DE MODERNIZACAO DO TCE-GO",7173721000142,Direta,Legislativo,833.33,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO"
201501,2015,Jan,"FUNDO ESPECIAL APOIO A CRIANÇA E JOVEM",,Direta,Executivo,1412083.33,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO"
201501,2015,Jan,"SSP - ENTIDADES JURISDICIONADAS",1409606000148,Direta,Executivo,1933000.0,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO"
201501,2015,Jan,"SUPERINT. EXECUT.DE CIÊNCIA E TECNOLOGIA",,Direta,Executivo,1766750.0,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO"
201501,2015,Jan,"SUPERINT. EXECUTIVA DE INFRAESTRURA",,Direta,Executivo,684583.33,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO"
201501,2015,Jan,"SUPERINT.EXECUT.ADMINISTRAÇÃO PENINT.",,Direta,Executivo,8120750.0,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO"
201501,2015,Jan,"SUPERINTENDÊNCIA EXEC.DIREITOS HUMANOS",,Direta,Executivo,833.33,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO"
201501,2015,Jan,"SUPERINTENDÊNCIA EXECUTIVA DE CIDADES  ",,Direta,Executivo,815166.67,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO"
201501,2015,Jan,"SUPERINTENDÊNCIA EXECUTIVA DE PLANEJ.",,Direta,Executivo,833.33,"OUTRAS TRANSFERÊNCIAS DE  CONVÊNIOS  DA UNIÃO"
201501,2015,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,757583.3200000001,"OUTRAS TRANSFERÊNCIAS DE  INSTITUIÇÕES  PRIVADAS"
201501,2015,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,83.33,"OUTRAS TRANSFERÊNCIAS DE  INSTITUIÇÕES  PRIVADAS"
201501,2015,Jan,"AG. GOIANA  SIST.  EXEC.  PENAL - AGESEP",13199944000181,Indireta,Executivo,1016666.66,"OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS"
201501,2015,Jan,"AGÊNCIA GOIANA DE TURISMO - GOIASTURISMO",,Indireta,Executivo,1666.66,"OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS"
201501,2015,Jan,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,97166.62,"OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS"
201501,2015,Jan,"ESTADO DE GOIAS - PODER JUDICIARIO",,N/A,N/A,1666.66,"OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS"
201501,2015,Jan,FAPEG,,Indireta,Executivo,3333.34,"OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS"
201501,2015,Jan,"FUNDO EST. PROT. E DEF. DO CONSUMIDOR",74159245000100,Direta,Executivo,19999.98,"OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS"
201501,2015,Jan,"SUPERINTENDÊNCIA EXECUTIVA AGRICULTURA",,Direta,Executivo,1666.66,"OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS"
